Kingdom	Phylum	Class	Order	Family	Genus	ASV_names	prASH01E	prASH01R	prASH02E	prASH02R	prASH03E	prASH03R	prASH04E	prASH04R	prASH05E	prASH05R	prASH06E	prASH06R	prASH07E	prASH07R	prASH08E	prASH08R	prASH09E	prASH09R	prASH10R	prASH11E	prASH11R	prASH12E	prASH12R	prBSD01E	prBSD01R	prBSD02E	prBSD02R	prBSD03E	prBSD03R	prBSD04E	prBSD04R	prBSD05E	prBSD05R	prBSD06E	prBSD06R	prBSD07E	prBSD07R	prBSD08E	prBSD08R	prBSD09E	prBSD09R	prBSD10R	prBSD11R	prBSD12E	prBSD12R	prNSD01E	prNSD01R	prNSD02E	prNSD02R	prNSD03E	prNSD03R	prNSD04E	prNSD04R	prNSD05E	prNSD05R	prNSD06E	prNSD06R	prNSD07E	prNSD07R	prNSD08E	prNSD08R	prNSD09E	prNSD09R	prNSD10E	prNSD10R	prNSD11E	prNSD11R	prNSD12E	prNSD12R	prNSH01E	prNSH01R	prNSH02E	prNSH02R	prNSH03E	prNSH03R	prNSH04E	prNSH04R	prNSH05E	prNSH05R	prNSH06E	prNSH06R	prNSH07E	prNSH07R	prNSH08E	prNSH08R	prNSH09E	prNSH09R	prNSH10E	prNSH10R	prNSH11R	prNSH12E	prNSH12R	vASH01R	vASH02E	vASH02R	vASH03E	vASH03R	vASH04E	vASH04R	vASH05E	vASH05R	vASH06E	vASH06R	vASH07E	vASH07R	vASH08E	vASH08R	vASH09E	vASH09R	vASH10R	vASH11E	vASH11R	vASH12R	vBSD01E	vBSD01R	vBSD02E	vBSD02R	vBSD03R	vBSD04R	vBSD05E	vBSD05R	vBSD06E	vBSD06R	vBSD07E	vBSD07R	vBSD08E	vBSD08R	vBSD09E	vBSD09R	vBSD10R	vBSD11E	vBSD11R	vBSD12E	vBSD12R	vNSD01R	vNSD02E	vNSD02R	vNSD03E	vNSD03R	vNSD04E	vNSD04R	vNSD05E	vNSD05R	vNSD06E	vNSD06R	vNSD07E	vNSD07R	vNSD08E	vNSD08R	vNSD09E	vNSD09R	vNSD10E	vNSD10R	vNSD11E	vNSD11R	vNSD12E	vNSD12R	vNSH01E	vNSH01R	vNSH02E	vNSH02R	vNSH03E	vNSH03R	vNSH04E	vNSH04R	vNSH05E	vNSH05R	vNSH06E	vNSH06R	vNSH07E	vNSH07R	vNSH08E	vNSH08R	vNSH09E	vNSH09R	vNSH10E	vNSH10R	vNSH11R	vNSH12E	vNSH12R
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	b_ASV00047	0	57	0	61	0	48	0	0	0	33	0	49	0	19	0	0	0	0	0	0	0	0	0	0	73	0	117	0	409	0	457	0	54	0	72	0	0	0	14	0	38	98	65	0	123	0	321	0	27	0	102	0	168	0	241	0	116	0	70	0	149	0	76	0	103	0	48	0	273	0	99	0	134	0	184	0	71	0	167	0	158	0	300	0	330	0	160	0	96	251	0	185	83	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	138	0	214	214	180	0	104	0	209	0	121	0	77	0	75	79	0	145	0	135	251	0	118	0	59	0	174	0	177	0	142	0	96	0	177	0	132	0	202	0	98	0	175	0	251	0	162	0	176	0	83	0	228	0	160	0	110	0	178	0	194	0	226	166	0	214
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	b_ASV00048	0	82	0	197	0	0	0	46	0	0	0	39	0	73	0	59	0	158	83	0	59	0	0	0	24	0	19	0	27	0	154	0	122	0	175	0	136	0	81	0	49	95	255	0	21	0	9	0	255	0	290	0	445	0	200	0	226	0	236	8	484	0	85	0	26	0	354	0	62	0	204	0	66	0	283	0	32	0	146	0	92	0	53	0	550	0	333	0	112	90	0	95	41	0	109	0	65	0	0	0	0	0	108	0	48	0	0	0	82	80	0	158	0	0	128	0	0	44	49	0	151	0	607	0	85	0	43	0	39	39	0	93	0	102	94	0	236	0	313	0	301	0	302	0	54	0	447	0	206	0	147	0	203	0	112	0	266	0	94	0	93	0	50	0	0	0	64	0	229	0	211	0	0	0	0	0	70	74	0	0
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	b_ASV00049	0	95	0	0	0	0	0	50	0	75	0	60	0	0	0	0	0	41	37	0	32	0	0	0	37	0	49	0	55	0	107	0	34	0	41	0	63	0	309	0	28	23	31	0	134	0	114	0	89	0	148	0	318	0	297	0	180	0	185	0	241	0	123	0	163	0	176	0	213	0	65	0	157	0	183	0	134	0	157	0	349	0	462	0	140	0	302	0	158	720	0	203	175	0	0	0	0	0	0	8	81	0	79	0	0	0	0	0	0	0	0	80	0	0	56	0	0	191	107	0	103	0	48	0	187	0	86	0	123	22	0	131	0	203	265	0	75	0	210	0	212	0	164	0	70	0	249	0	137	0	226	0	371	0	306	0	182	0	178	0	198	0	125	0	145	0	202	0	149	0	215	0	136	0	181	0	163	208	0	160
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	b_ASV00051	0	63	37	41	32	63	6	46	7	62	61	45	0	32	11	44	96	74	72	19	29	0	16	28	29	28	234	37	60	39	76	0	50	81	82	0	88	19	95	120	66	68	110	0	92	7	435	18	119	5	59	29	37	9	117	53	121	8	115	46	151	25	71	0	55	0	77	9	421	0	60	9	161	9	53	0	68	19	176	24	45	4	20	0	108	0	18	23	55	83	0	113	66	41	43	45	0	40	46	10	88	37	47	0	44	0	0	68	71	43	100	84	79	5	164	0	50	61	82	13	60	10	82	0	121	34	131	0	46	136	16	102	15	109	94	27	163	7	99	37	70	0	128	0	92	39	100	9	109	91	212	79	119	16	156	12	86	72	73	9	86	6	47	0	59	21	79	29	39	0	89	0	97	64	49	12	104	71	16	76
Bacteria	Proteobacteria	Deltaproteobacteria	unclassified	unclassified	unclassified	b_ASV00052	0	55	0	7	0	0	0	26	0	0	0	6	0	25	0	0	0	43	0	0	0	0	0	0	122	0	0	0	213	0	629	0	308	3	434	0	199	0	221	0	257	47	311	0	57	0	24	0	126	0	92	0	106	0	107	0	219	0	244	0	280	0	64	0	165	0	161	0	157	0	254	0	87	0	158	0	57	0	43	0	0	0	39	0	128	0	101	0	89	32	0	31	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	592	0	30	255	304	0	520	0	740	0	218	6	372	0	203	227	0	273	0	248	119	0	287	0	126	0	139	0	164	0	127	0	309	0	298	0	114	0	202	0	50	0	164	0	108	0	143	0	48	0	0	0	94	0	91	0	120	0	0	0	0	0	50	38	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	b_ASV00053	0	0	0	0	0	0	36	0	0	0	0	0	226	0	625	0	34	41	23	0	0	298	0	616	0	0	38	0	0	3467	0	0	0	0	0	0	0	0	0	0	0	75	34	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	43	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	313	0	0	57	181	26	45	192	0	0	1544	100	0	0	85	0	16	0	57	0	0	128	0	0	91	0	59	1360	43	338	0	0	0	0	0	0	83	28	0	0	0	0	0	0	726	53	1005	49	0	0	0	64	0	0	0	0	0	0	0	0	78	46	0	0	21	78	0	0	0	0	0	0	0	0	64	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	b_ASV00054	0	8	45	0	206	24	15	8	195	0	0	0	0	0	68	7	43	0	0	662	0	218	70	0	0	18	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	27	0	0	0	3	0	292	0	27	0	0	25	5	0	5501	0	0	7	0	0	415	4	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	44	0	0	0	1097	0	13	0	0	0	16	0	45	0	26	18	0	0	0	0	0	33	91	0	0	12	0	0	0	0	0	0	4	11	0	4	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	7	0	0	36	0	0	89	0	0	0	0	0	0	257	0	0	357	0	0	295	0	11	0	15	0	0	751	0	158	27	0
Bacteria	Acidobacteria	Acidobacteria_Gp4	Acidobacteria_Gp4_ois	Acidobacteria_Gp4_fis	Gp4	b_ASV00055	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	54	0	51	0	0	0	0	0	0	248	0	0	0	103	0	157	0	169	0	267	0	315	0	1104	0	611	153	237	0	28	0	165	0	80	0	47	0	112	0	45	0	82	0	175	0	201	0	52	0	0	0	61	0	99	0	238	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	48	0	0	0	0	0	805	0	0	113	739	0	324	9	397	0	66	0	445	0	159	95	0	253	0	863	232	0	255	0	106	0	101	0	223	0	56	0	288	0	230	0	58	0	87	0	0	0	79	0	104	0	70	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	294	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	b_ASV00056	0	176	0	156	0	171	0	55	0	161	0	176	0	48	0	93	55	0	155	0	49	0	160	0	57	0	141	0	115	0	17	0	52	0	35	0	120	0	73	0	0	48	18	0	87	0	62	0	97	0	104	0	65	0	77	0	89	0	86	0	56	0	106	0	58	0	32	0	51	0	53	0	125	0	107	0	204	0	113	0	197	0	175	0	0	0	213	0	163	77	0	107	166	0	87	0	160	0	214	0	165	0	253	0	0	0	0	60	0	170	0	57	206	0	0	0	0	67	0	0	0	0	0	0	148	0	79	0	0	0	0	112	0	158	62	0	0	0	59	0	60	0	57	0	158	0	59	0	0	0	73	0	95	0	0	0	108	0	132	0	46	0	220	0	169	35	179	0	187	0	139	0	195	0	127	0	116	204	0	168
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified	b_ASV00058	67	39	65	102	88	93	0	64	76	560	80	117	78	29	18	84	0	0	73	58	45	148	0	0	51	0	31	42	43	0	0	295	0	0	0	0	0	0	51	0	0	0	0	0	26	0	107	0	35	0	0	149	12	0	32	0	0	0	36	133	51	0	66	0	113	0	0	0	18	0	16	0	33	222	27	0	52	0	64	0	43	10	0	0	0	0	0	20	52	0	0	42	167	84	0	70	616	60	251	113	247	66	83	20	77	77	44	0	0	39	0	0	223	0	27	0	74	127	64	0	50	0	0	35	85	0	58	77	144	62	0	40	0	84	63	0	0	0	0	23	0	46	0	4	0	0	0	16	0	0	0	0	42	0	0	363	0	0	0	0	64	0	130	11	65	78	115	0	100	0	0	0	182	0	121	0	0	0	0	94
Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	b_ASV00059	51	149	138	116	28	72	0	66	68	121	119	80	30	131	23	47	89	49	55	36	46	10	129	47	38	25	0	65	98	138	119	7	68	0	65	0	24	3	0	384	16	0	0	4	0	20	52	0	0	98	63	131	30	0	0	122	66	15	121	602	42	120	0	6	21	0	0	8	74	0	0	23	26	352	21	0	0	28	202	139	65	18	47	0	51	0	28	88	33	126	25	0	93	32	73	73	31	22	167	7	60	166	83	0	40	0	0	0	19	127	228	41	125	0	74	6	36	239	0	0	83	0	44	284	50	25	0	308	0	0	0	0	0	51	0	0	90	0	107	65	48	0	0	0	36	6	31	16	52	91	0	8	0	0	0	58	43	53	0	12	0	0	49	21	56	95	30	12	0	0	0	0	24	0	32	25	0	0	4	0
Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	b_ASV00060	0	0	0	0	6	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	39	63	61	0	82	0	0	0	28	0	0	0	0	0	0	0	0	0	138	0	93	0	141	0	55	0	0	0	0	0	0	0	64	0	79	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	101	0	0	0	65	0	90	0	102	0	190	0	127	0	102	0	253	0	240	0	223	0	153	101	0	54
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Kribbellaceae	Kribbella	b_ASV00061	0	0	0	81	0	32	0	22	0	0	0	32	0	0	0	0	0	0	30	0	55	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	48	0	0	0	70	0	0	0	0	0	0	0	0	0	293	0	230	0	427	0	256	0	578	0	373	0	473	0	0	0	221	0	194	0	103	441	0	237	0	0	51	0	60	0	0	0	0	0	0	0	0	0	0	0	0	71	0	63	79	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	108	0	87	0	449	0	281	0	229	8	251	0	200	0	266	0	164	180	0	133
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	b_ASV00063	0	80	33	345	0	267	0	90	0	61	0	67	0	164	0	204	0	279	210	19	252	0	277	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	82	0	146	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	80	0	260	23	191	0	76	0	76	0	65	0	202	0	66	0	258	230	38	235	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	93	0	64	0	128	0	92	0	0	0	63	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	b_ASV00064	0	68	10	106	0	66	0	37	0	24	0	25	0	65	0	38	0	47	59	0	51	0	14	0	53	0	77	0	152	0	143	0	96	0	113	0	93	0	70	16	100	123	124	0	59	0	148	0	30	0	25	0	28	0	100	45	105	0	99	0	90	0	63	0	33	0	67	0	58	0	54	0	54	13	53	0	73	0	61	0	40	0	66	0	38	0	25	0	65	63	0	52	43	0	77	0	87	0	22	0	40	0	80	0	49	0	0	0	42	110	31	123	19	0	84	0	105	98	73	0	117	0	106	0	154	0	76	0	46	108	0	125	0	187	96	0	61	0	50	0	63	0	60	16	38	5	62	0	61	0	53	0	86	0	92	0	93	0	83	0	65	0	53	0	43	0	90	0	46	0	88	0	70	0	82	0	89	58	0	24
Bacteria	Acidobacteria	Acidobacteria_Gp6	Acidobacteria_Gp6_ois	Acidobacteria_Gp6_fis	Gp6	b_ASV00065	0	39	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	7	86	0	22	0	231	0	137	0	43	0	60	0	0	0	68	0	41	65	88	0	71	0	75	0	49	0	81	0	66	0	251	0	97	0	126	0	148	0	117	0	117	0	157	0	136	0	199	0	173	0	156	0	167	0	189	0	180	0	146	0	149	0	33	0	258	301	0	293	36	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	21	21	0	63	0	108	75	0	0	74	0	160	0	118	0	35	0	28	30	0	100	0	111	170	0	55	0	60	0	162	0	138	0	75	0	77	0	0	0	63	0	228	0	127	0	209	0	137	0	88	0	67	0	104	0	125	0	136	0	95	0	88	0	57	0	155	62	0	98
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	b_ASV00066	0	91	0	119	0	151	18	63	0	80	0	67	0	90	0	52	0	71	69	0	86	0	27	0	61	0	62	0	63	0	93	0	79	0	74	0	69	14	80	0	70	102	82	0	51	0	76	0	72	0	94	0	77	0	128	0	151	0	170	0	131	0	122	0	127	0	115	0	122	0	87	0	125	0	142	0	92	0	137	0	34	0	130	0	163	0	54	0	102	167	0	151	58	0	103	26	91	44	49	0	85	35	83	0	66	0	0	0	86	78	0	106	48	0	85	0	0	56	148	0	100	0	117	0	100	0	54	0	98	79	0	87	0	145	64	0	123	0	109	0	113	0	108	0	98	0	101	0	98	0	97	0	142	0	106	0	103	7	135	0	211	0	63	0	65	0	129	0	73	0	133	0	139	0	94	0	154	60	0	103
Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	b_ASV00068	0	179	0	72	0	96	0	72	123	335	145	51	0	39	0	69	0	0	84	0	43	41	222	0	497	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	339	0	41	13	107	0	0	0	74	0	25	0	0	0	0	0	0	0	42	0	0	0	37	0	0	9	339	25	33	0	296	18	1134	0	27	0	229	0	36	34	154	0	219	22	0	303	99	0	0	119	152	0	85	251	151	20	72	0	37	0	31	0	0	108	82	100	168	0	0	0	382	0	0	0	0	0	0	0	263	0	0	0	0	0	0	49	0	0	60	0	0	0	19	0	0	0	29	0	76	0	0	0	66	12	0	0	155	0	150	0	47	0	86	0	104	0	132	0	125	48	167	22	37	0	100	0	215	150	588	0	190	266	15	501
Bacteria	Verrucomicrobia	Spartobacteria	unclassified	unclassified	unclassified	b_ASV00069	0	204	0	350	0	332	0	101	0	178	0	160	0	307	0	200	0	273	501	0	409	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	46	0	0	0	0	0	38	0	104	0	0	0	0	0	26	0	0	0	25	0	0	0	0	0	82	0	0	0	0	0	53	0	38	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	196	0	164	0	64	0	124	0	23	0	162	0	178	0	269	349	0	250	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	52	0	57	0	78	0	29	0	0	0	61	0	102	0	0	0	0	0	0	0	0	0	84	0	200	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Desertimonas	b_ASV00071	0	67	0	19	0	55	5	65	0	25	10	42	0	71	0	48	0	66	35	0	39	0	19	0	36	0	8	0	25	0	74	0	79	0	37	0	47	0	32	0	48	28	110	0	51	0	50	0	60	0	89	0	43	0	54	0	125	0	117	7	106	0	64	0	12	0	105	0	41	0	57	0	82	12	92	0	79	3	91	0	10	0	76	0	68	0	28	0	62	69	0	38	107	0	55	0	84	0	41	0	0	0	42	0	110	13	0	0	68	88	11	115	0	0	104	0	19	52	119	0	90	0	78	0	43	0	75	0	82	109	0	130	0	77	59	0	133	0	151	6	125	0	95	0	69	0	167	0	225	22	122	0	63	0	159	0	102	5	139	0	135	0	142	0	57	0	139	0	170	0	150	0	113	0	47	0	161	53	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified	unclassified	b_ASV00073	0	20	0	7	0	10	0	22	0	0	0	6	0	14	0	0	0	11	14	0	0	0	21	0	26	0	11	0	192	0	390	0	116	0	87	0	70	0	50	0	96	56	92	0	74	0	45	0	56	0	63	0	118	0	92	0	223	0	181	0	160	0	31	0	131	0	143	0	359	0	94	0	65	0	145	0	12	0	96	0	199	0	215	0	132	0	212	0	121	225	0	133	15	0	11	0	10	0	12	0	0	0	0	0	0	0	0	0	0	19	0	0	13	0	95	0	47	66	0	0	87	6	139	0	73	0	30	0	42	94	0	49	0	94	193	0	133	0	61	0	89	0	58	0	0	0	114	0	113	0	74	0	184	0	45	0	161	0	77	0	75	0	40	0	0	0	31	0	91	0	50	0	14	0	41	0	139	30	0	129
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	b_ASV00075	0	0	27	0	0	0	0	0	0	0	31	0	0	0	0	0	31	0	0	410	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	b_ASV00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	159	0	0	0	119	0	0	0	99	0	87	0	37	0	101	30	468	37	125	0	0	0	33	0	55	0	28	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	86	0	0	0	0	0	48	0	0	0	83	0	840	45	0	0	0	0	0	0	45	0	307	0	0	0	283	0	555	0	121	0	150	0	304	0	52	0	88	1392	0
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	unclassified	unclassified	b_ASV00077	0	64	17	31	42	0	0	26	0	0	88	0	56	0	0	0	0	0	0	395	34	45	0	161	25	47	72	83	37	243	0	204	17	0	0	0	0	32	117	427	0	0	25	0	0	0	0	11	0	0	53	97	0	0	0	0	70	10	0	991	44	165	37	0	0	0	27	29	8	0	0	17	32	153	0	0	0	0	0	76	0	59	42	0	0	0	0	0	26	0	0	63	64	0	28	0	0	90	0	0	0	0	0	0	13	0	0	33	0	0	0	0	0	77	37	0	0	0	0	116	0	57	0	0	124	182	0	0	0	0	8	54	52	122	0	0	0	0	0	0	0	0	0	90	0	25	0	0	0	310	52	62	85	0	0	463	0	33	19	0	0	50	38	0	0	473	42	77	0	0	0	0	0	45	24	49	0	0	43	81
Bacteria	Chloroflexi	unclassified	unclassified	unclassified	unclassified	b_ASV00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	68	0	350	0	0	0	111	0	68	0	0	0	0	0	33	23	174	0	40	0	194	0	0	0	42	0	17	0	0	0	0	0	170	11	62	0	136	0	129	0	100	0	175	0	100	0	80	0	106	0	51	0	176	0	72	0	206	0	263	0	57	0	103	286	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	40	197	0	0	365	0	0	0	42	0	0	0	157	164	0	260	0	101	176	0	109	0	78	0	0	0	48	0	122	0	116	0	129	0	175	0	81	0	145	0	167	0	145	0	223	0	74	0	62	0	196	0	98	0	145	0	105	0	115	0	250	94	0	120
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	unclassified	unclassified	b_ASV00079	0	95	0	141	0	141	0	125	0	166	0	117	0	90	0	51	0	67	114	0	122	0	72	0	114	0	0	0	39	0	0	0	0	0	86	0	94	0	0	0	85	0	42	0	60	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	67	0	0	0	68	0	36	0	73	0	51	4	91	0	188	0	134	0	145	0	210	0	0	0	84	0	108	141	0	48	240	0	158	0	132	0	153	0	223	0	89	0	118	0	68	0	67	64	11	199	141	0	121	0	60	0	46	0	107	0	91	0	66	0	114	0	0	0	0	130	0	0	104	0	0	0	0	0	0	0	0	0	87	0	76	0	0	0	91	0	0	0	156	0	0	0	94	0	72	0	134	0	245	0	112	0	0	0	75	0	202	0	199	0	137	91	0	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	b_ASV00080	0	64	0	61	0	18	0	23	0	58	0	0	0	42	0	0	0	56	28	0	0	0	0	0	31	0	0	0	65	0	265	0	132	0	111	0	125	0	206	0	141	133	180	0	73	0	73	0	167	0	97	0	165	0	118	0	220	0	102	0	270	0	128	0	153	0	347	0	81	0	118	0	96	0	89	0	0	0	0	0	0	0	0	0	114	0	24	0	254	43	0	44	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	253	0	0	0	120	0	220	0	91	0	101	0	97	0	112	138	0	133	0	102	133	0	255	3	0	0	149	0	194	0	136	0	151	0	134	0	107	0	174	0	191	0	224	0	88	0	136	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	35	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Kribbellaceae	Kribbella	b_ASV00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	104	0	23	0	57	0	105	0	75	0	70	0	39	0	668	0	131	0	317	0	87	0	170	0	99	0	29	0	37	0	110	0	0	0	0	235	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	87	0	0	0	0	0	0	0	179	0	0	0	0	0	67	0	98	0	75	0	149	0	154	0	101	0	132	0	83	0	121	0	31	0	229	0	157	0	316	0	532	0	297	0	275	0	130	0	67	0	94	138	0	99
Bacteria	Verrucomicrobia	Spartobacteria	unclassified	unclassified	unclassified	b_ASV00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	9	0	6	0	0	0	50	0	0	0	67	0	0	0	140	0	0	0	0	0	18	0	0	0	53	0	51	0	76	0	111	0	296	0	135	0	29	0	0	0	69	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	14	0	0	0	0	0	363	0	0	0	0	0	0	4	614	0	0	0	42	0	0	0	80	0	68	0	43	0	116	0	9	0	96	71	0	28
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	b_ASV00083	25	33	60	17	278	34	0	0	227	66	83	68	34	0	0	0	0	0	100	119	13	83	57	97	6	15	207	22	5	0	0	212	0	0	0	0	12	0	118	83	0	0	0	0	0	7	9	0	0	0	8	0	63	0	0	19	0	0	0	561	0	29	21	0	66	0	0	0	0	3	107	0	5	8	26	0	21	0	0	12	14	8	4	0	18	9	52	0	14	22	0	0	19	0	0	91	20	0	36	75	27	85	11	0	0	0	0	0	0	57	22	0	39	157	0	35	40	9	0	0	0	277	0	20	222	0	22	0	29	8	24	0	41	0	6	0	0	0	0	50	0	7	0	0	0	0	0	17	0	37	0	0	0	0	0	60	14	0	0	0	0	0	76	0	20	21	78	21	543	24	62	11	158	12	14	0	2	94	39	30
