eventID,parentEventID,eventDate,type,eventType,language,license,bibliographicCitation,institutionCode,datasetName,samplingProtocol,year,month,day,continent,country,countryCode,stateProvince,municipality,locality,decimalLatitude,decimalLongitude,verbatimCoordinates,verbatimElevation,habitat,eventRemarks,fieldNumber,locationID
ASH11E-20220420,ASH11-20220420,19102,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,20,Europe,Spain,ES,Granada,Alhama de Granada,Cuerda Granada al puerto de Cómpeta,36.8813888889,-3.92538888889,36⁰ 52’ 53’’ N 03⁰ 55’ 31.4’’ W,1510,Root endosphere of Pinus sylvestris,asymptomatic,prASH11,Sierra de Almijara
ASH11R-20220420,ASH11-20220420,19102,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,20,Europe,Spain,ES,Granada,Alhama de Granada,Cuerda Granada al puerto de Cómpeta,36.8813888889,-3.92538888889,36⁰ 52’ 53’’ N 03⁰ 55’ 31.4’’ W,1510,Rhizosphere of Pinus sylvestris,asymptomatic,prASH11,Sierra de Almijara
ASH12E-20220420,ASH12-20220420,19102,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,20,Europe,Spain,ES,Granada,Alhama de Granada,Cuerda Granada al puerto de Cómpeta,36.8813888889,-3.92538888889,36⁰ 52’ 53’’ N 03⁰ 55’ 31.4’’ W,1510,Root endosphere of Pinus sylvestris,asymptomatic,prASH12,Sierra de Almijara
ASH12R-20220420,ASH12-20220420,19102,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,20,Europe,Spain,ES,Granada,Alhama de Granada,Cuerda Granada al puerto de Cómpeta,36.8813888889,-3.92538888889,36⁰ 52’ 53’’ N 03⁰ 55’ 31.4’’ W,1510,Rhizosphere of Pinus sylvestris,asymptomatic,prASH12,Sierra de Almijara
BSD01E-20220427,BSD01-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD01,Sierra de Baza
BSD01R-20220427,BSD01-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD01,Sierra de Baza
BSD02E-20220427,BSD02-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD02,Sierra de Baza
BSD02R-20220427,BSD02-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD02,Sierra de Baza
BSD03E-20220427,BSD03-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD03,Sierra de Baza
BSD03R-20220427,BSD03-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD03,Sierra de Baza
BSD04E-20220427,BSD04-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD04,Sierra de Baza
BSD04R-20220427,BSD04-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD04,Sierra de Baza
BSD05E-20220427,BSD05-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD05,Sierra de Baza
BSD05R-20220427,BSD05-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD05,Sierra de Baza
BSD06E-20220427,BSD06-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD06,Sierra de Baza
BSD06R-20220427,BSD06-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD06,Sierra de Baza
BSD07E-20220427,BSD07-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD07,Sierra de Baza
BSD07R-20220427,BSD07-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD07,Sierra de Baza
BSD08E-20220427,BSD08-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD08,Sierra de Baza
BSD08R-20220427,BSD08-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD08,Sierra de Baza
BSD09E-20220427,BSD09-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD09,Sierra de Baza
BSD09R-20220427,BSD09-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD09,Sierra de Baza
BSD10E-20220427,BSD10-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD10,Sierra de Baza
BSD10R-20220427,BSD10-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD10,Sierra de Baza
BSD11E-20220427,BSD11-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD11,Sierra de Baza
BSD11R-20220427,BSD11-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD11,Sierra de Baza
BSD12E-20220427,BSD12-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Root endosphere of Pinus sylvestris,symptomatic,prBSD12,Sierra de Baza
BSD12R-20220427,BSD12-20220427,19109,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,4,27,Europe,Spain,ES,Granada,Baza,Cortijo del Moro,37.2890833333,-2.70555555556,37⁰ 17’ 20.7’’ N 02⁰ 42’ 20.0’’ W,1584,Rhizosphere of Pinus sylvestris,symptomatic,prBSD12,Sierra de Baza
NSD01E-20220511,NSD01-20220511,19123,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,5,11,Europe,Spain,ES,Granada,Aldeire,Haza de los Montesinos,37.1350833333,-3.11755555556,37⁰ 08’ 06.3’’ N 03⁰ 07’ 03.2’’ W,1920,Root endosphere of Pinus sylvestris,symptomatic,prNSD01,Sierra Nevada
NSD01R-20220511,NSD01-20220511,19123,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the rhizosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,5,11,Europe,Spain,ES,Granada,Aldeire,Haza de los Montesinos,37.1350833333,-3.11755555556,37⁰ 08’ 06.3’’ N 03⁰ 07’ 03.2’’ W,1920,Rhizosphere of Pinus sylvestris,symptomatic,prNSD01,Sierra Nevada
NSD02E-20220511,NSD02-20220511,19123,Event,Sampling,en,https://creativecommons.org/licenses/by/4.0/legalcode.es,"Lasa, A.V.; Fernández-González, A.J.; Villadas, P.J.; Mercado-Blanco, J.; Pérez-Luque, A.J.; Fernández-López, M. (2024). Mediterranean pine forest decline: a matter of root-associated microbiota and climate change. Science of The Total Environment 926: 171858. doi: 10.1016/j.scitotenv.2024.171858",CSIC-EEZ,Root-associated microbiota of decline-affected and asymptomatic Pinus sylvestris trees,DNA extraction from the root endosphere of Pinus sylvestris trees and sequencing of the 16S rRNA gene for bacteria and the fungal ITS2 region for fungi,2022,5,11,Europe,Spain,ES,Granada,Aldeire,Haza de los Montesinos,37.1350833333,-3.11755555556,37⁰ 08’ 06.3’’ N 03⁰ 07’ 03.2’’ W,1920,Root endosphere of Pinus sylvestris,symptomatic,prNSD02,Sierra Nevada
